timestamp,day_of_week,hour,distance_cm,battery_pct,alert_type,mode
2026-03-09 09:06:00,Monday,9,84.3,97.4,none,navigation
2026-03-09 09:06:30,Monday,9,136.8,97.3,none,navigation
2026-03-09 09:07:00,Monday,9,56.4,97.3,obstacle_medium,navigation
2026-03-09 09:07:30,Monday,9,130.8,97.3,obstacle_medium,indoor_assist
2026-03-09 09:08:00,Monday,9,101.8,97.3,none,indoor_assist
2026-03-09 09:08:30,Monday,9,99.9,97.3,none,navigation
2026-03-09 09:09:00,Monday,9,122.1,97.2,fall_detected,navigation
2026-03-09 09:09:30,Monday,9,126.3,97.2,none,navigation
2026-03-09 09:10:00,Monday,9,83.7,97.2,obstacle_medium,indoor_assist
2026-03-09 09:10:30,Monday,9,141.7,97.2,none,navigation
2026-03-09 09:11:00,Monday,9,118.2,97.2,none,indoor_assist
2026-03-09 09:11:30,Monday,9,117.4,97.1,obstacle_medium,navigation
2026-03-09 09:12:00,Monday,9,153.9,97.1,none,navigation
2026-03-09 09:12:30,Monday,9,187.5,97.1,fall_detected,indoor_assist
2026-03-09 09:13:00,Monday,9,68.1,97.1,obstacle_medium,standby
2026-03-09 09:13:30,Monday,9,134.6,97.1,none,standby
2026-03-09 09:14:00,Monday,9,152.1,97.0,none,indoor_assist
2026-03-09 09:14:30,Monday,9,93.9,97.0,none,indoor_assist
2026-03-09 09:15:00,Monday,9,159.5,97.0,none,navigation
2026-03-09 09:15:30,Monday,9,90.2,97.0,fall_detected,indoor_assist
2026-03-09 09:16:00,Monday,9,123.6,97.0,none,navigation
2026-03-09 09:16:30,Monday,9,83.8,96.9,obstacle_near,navigation
2026-03-09 09:17:00,Monday,9,116.4,96.9,none,navigation
2026-03-09 09:17:30,Monday,9,146.1,96.9,fall_detected,indoor_assist
2026-03-09 09:18:00,Monday,9,117.0,96.9,none,indoor_assist
2026-03-09 09:18:30,Monday,9,109.5,96.9,none,navigation
2026-03-09 09:19:00,Monday,9,63.0,96.8,obstacle_medium,indoor_assist
2026-03-09 09:19:30,Monday,9,151.3,96.8,none,indoor_assist
2026-03-09 09:20:00,Monday,9,117.6,96.8,none,indoor_assist
2026-03-09 09:20:30,Monday,9,122.2,96.8,none,standby
2026-03-09 09:21:00,Monday,9,76.5,96.8,obstacle_medium,indoor_assist
2026-03-09 09:21:30,Monday,9,144.2,96.7,obstacle_medium,navigation
2026-03-09 09:22:00,Monday,9,113.3,96.7,none,indoor_assist
2026-03-09 09:22:30,Monday,9,122.9,96.7,none,navigation
2026-03-09 09:23:00,Monday,9,104.7,96.7,none,navigation
2026-03-09 09:23:30,Monday,9,123.2,96.7,none,indoor_assist
2026-03-09 09:24:00,Monday,9,162.4,96.6,obstacle_medium,navigation
2026-03-09 09:24:30,Monday,9,127.3,96.6,obstacle_near,navigation
2026-03-09 09:25:00,Monday,9,126.4,96.6,none,navigation
2026-03-09 09:25:30,Monday,9,145.9,96.6,none,indoor_assist
2026-03-09 09:26:00,Monday,9,119.8,96.6,obstacle_near,indoor_assist
2026-03-09 09:26:30,Monday,9,132.4,96.5,none,navigation
2026-03-09 09:27:00,Monday,9,89.3,96.5,none,indoor_assist
2026-03-09 09:27:30,Monday,9,77.7,96.5,obstacle_medium,navigation
2026-03-09 09:28:00,Monday,9,137.1,96.5,obstacle_medium,indoor_assist
2026-03-09 09:28:30,Monday,9,122.2,96.5,none,navigation
2026-03-09 09:29:00,Monday,9,104.0,96.4,obstacle_medium,indoor_assist
2026-03-09 09:29:30,Monday,9,71.4,96.4,obstacle_medium,navigation
2026-03-09 09:30:00,Monday,9,152.7,96.4,obstacle_medium,navigation
2026-03-09 09:30:30,Monday,9,49.7,96.4,obstacle_medium,indoor_assist
2026-03-09 09:31:00,Monday,9,149.1,96.4,none,navigation
2026-03-09 09:31:30,Monday,9,112.2,96.3,none,indoor_assist
2026-03-09 09:32:00,Monday,9,161.4,96.3,none,indoor_assist
2026-03-09 09:32:30,Monday,9,150.8,96.3,obstacle_medium,standby
2026-03-09 09:33:00,Monday,9,125.6,96.3,none,navigation
2026-03-09 09:33:30,Monday,9,92.9,96.3,none,navigation
2026-03-09 09:34:00,Monday,9,152.7,96.2,obstacle_medium,standby
2026-03-09 09:34:30,Monday,9,74.8,96.2,obstacle_medium,indoor_assist
2026-03-09 09:35:00,Monday,9,111.5,96.2,none,standby
2026-03-09 09:35:30,Monday,9,89.1,96.2,low_battery,indoor_assist
2026-03-09 09:36:00,Monday,9,86.5,96.2,none,indoor_assist
2026-03-09 09:36:30,Monday,9,111.8,96.1,low_battery,standby
2026-03-09 09:37:00,Monday,9,126.2,96.1,none,navigation
2026-03-09 09:37:30,Monday,9,108.8,96.1,none,indoor_assist
2026-03-09 09:38:00,Monday,9,114.8,96.1,none,navigation
2026-03-09 09:38:30,Monday,9,125.0,96.1,obstacle_medium,indoor_assist
2026-03-09 09:39:00,Monday,9,86.8,96.0,none,navigation
2026-03-09 09:39:30,Monday,9,172.1,96.0,obstacle_near,standby
2026-03-09 09:40:00,Monday,9,161.1,96.0,none,indoor_assist
2026-03-09 09:40:30,Monday,9,144.5,96.0,none,indoor_assist
2026-03-09 09:41:00,Monday,9,66.8,96.0,obstacle_medium,navigation
2026-03-09 09:41:30,Monday,9,123.1,95.9,none,navigation
2026-03-09 09:42:00,Monday,9,90.4,95.9,none,navigation
2026-03-09 09:42:30,Monday,9,103.3,95.9,none,navigation
2026-03-09 09:43:00,Monday,9,113.0,95.9,low_battery,navigation
2026-03-09 09:43:30,Monday,9,97.2,95.9,obstacle_medium,navigation
2026-03-09 09:44:00,Monday,9,70.4,95.8,obstacle_medium,navigation
2026-03-09 09:44:30,Monday,9,108.6,95.8,none,indoor_assist
2026-03-09 09:45:00,Monday,9,156.2,95.8,low_battery,navigation
2026-03-09 09:45:30,Monday,9,114.6,95.8,obstacle_medium,navigation
2026-03-09 09:46:00,Monday,9,122.2,95.8,none,navigation
2026-03-09 09:46:30,Monday,9,124.6,95.7,none,indoor_assist
2026-03-09 09:47:00,Monday,9,114.9,95.7,none,navigation
2026-03-09 09:47:30,Monday,9,105.3,95.7,none,indoor_assist
2026-03-09 09:48:00,Monday,9,88.3,95.7,obstacle_medium,navigation
2026-03-09 09:48:30,Monday,9,126.2,95.7,none,navigation
2026-03-09 09:49:00,Monday,9,133.3,95.6,obstacle_near,indoor_assist
2026-03-09 09:49:30,Monday,9,92.7,95.6,obstacle_near,navigation
2026-03-09 09:50:00,Monday,9,96.4,95.6,none,navigation
2026-03-09 09:50:30,Monday,9,110.2,95.6,none,indoor_assist
2026-03-09 09:51:00,Monday,9,125.4,95.6,none,navigation
2026-03-09 09:51:30,Monday,9,99.2,95.5,none,standby
2026-03-09 09:52:00,Monday,9,145.6,95.5,none,indoor_assist
2026-03-09 09:52:30,Monday,9,118.4,95.5,none,standby
2026-03-09 09:53:00,Monday,9,125.4,95.5,none,navigation
2026-03-09 09:53:30,Monday,9,139.9,95.5,obstacle_medium,navigation
2026-03-09 09:54:00,Monday,9,152.8,95.4,none,navigation
2026-03-09 09:54:30,Monday,9,120.6,95.4,fall_detected,indoor_assist
2026-03-09 09:55:00,Monday,9,110.4,95.4,none,standby
2026-03-09 09:55:30,Monday,9,88.4,95.4,none,indoor_assist
2026-03-09 09:56:00,Monday,9,83.0,95.4,none,indoor_assist
2026-03-09 09:56:30,Monday,9,60.7,95.3,obstacle_medium,standby
2026-03-09 09:57:00,Monday,9,125.3,95.3,obstacle_medium,navigation
2026-03-09 09:57:30,Monday,9,109.8,95.3,none,indoor_assist
2026-03-09 09:58:00,Monday,9,116.3,95.3,none,indoor_assist
2026-03-09 09:58:30,Monday,9,135.0,95.3,none,indoor_assist
2026-03-09 09:59:00,Monday,9,107.7,95.2,obstacle_near,navigation
2026-03-09 09:59:30,Monday,9,120.5,95.2,none,navigation
2026-03-09 10:00:00,Monday,10,184.4,100.0,none,indoor_assist
2026-03-09 10:00:30,Monday,10,161.6,100.0,none,standby
2026-03-09 10:01:00,Monday,10,108.8,100.0,obstacle_near,indoor_assist
2026-03-09 10:01:30,Monday,10,99.0,99.9,none,indoor_assist
2026-03-09 10:02:00,Monday,10,136.4,99.9,none,indoor_assist
2026-03-09 10:02:30,Monday,10,110.4,99.9,none,navigation
2026-03-09 10:03:00,Monday,10,104.4,99.9,none,standby
2026-03-09 10:03:30,Monday,10,142.1,99.9,none,indoor_assist
2026-03-09 10:04:00,Monday,10,102.8,99.8,none,indoor_assist
2026-03-09 10:04:30,Monday,10,190.2,99.8,none,navigation
2026-03-09 10:05:00,Monday,10,84.7,99.8,none,indoor_assist
2026-03-09 10:05:30,Monday,10,191.2,99.8,none,indoor_assist
2026-03-09 10:06:00,Monday,10,90.1,99.8,obstacle_medium,navigation
2026-03-09 10:06:30,Monday,10,111.8,99.7,none,indoor_assist
2026-03-09 10:07:00,Monday,10,121.3,99.7,none,standby
2026-03-09 10:07:30,Monday,10,99.8,99.7,none,indoor_assist
2026-03-09 10:08:00,Monday,10,178.3,99.7,none,navigation
2026-03-09 10:08:30,Monday,10,175.8,99.7,obstacle_medium,indoor_assist
2026-03-09 10:09:00,Monday,10,107.4,99.6,none,standby
2026-03-09 10:09:30,Monday,10,115.7,99.6,none,navigation
2026-03-09 10:10:00,Monday,10,137.4,99.6,none,indoor_assist
2026-03-09 10:10:30,Monday,10,89.4,99.6,low_battery,indoor_assist
2026-03-09 10:11:00,Monday,10,142.3,99.6,none,navigation
2026-03-09 10:11:30,Monday,10,117.2,99.5,none,indoor_assist
2026-03-09 10:12:00,Monday,10,163.5,99.5,low_battery,indoor_assist
2026-03-09 10:12:30,Monday,10,78.8,99.5,obstacle_medium,standby
2026-03-09 10:13:00,Monday,10,64.5,99.5,obstacle_medium,navigation
2026-03-09 10:13:30,Monday,10,117.3,99.5,none,standby
2026-03-09 10:14:00,Monday,10,103.0,99.4,none,navigation
2026-03-09 10:14:30,Monday,10,121.1,99.4,none,indoor_assist
2026-03-09 10:15:00,Monday,10,94.6,99.4,obstacle_medium,indoor_assist
2026-03-09 10:15:30,Monday,10,127.3,99.4,none,navigation
2026-03-09 10:16:00,Monday,10,121.4,99.4,none,indoor_assist
2026-03-09 10:16:30,Monday,10,111.2,99.3,none,navigation
2026-03-09 10:17:00,Monday,10,91.3,99.3,none,navigation
2026-03-09 10:17:30,Monday,10,72.4,99.3,obstacle_medium,indoor_assist
2026-03-09 10:18:00,Monday,10,68.9,99.3,obstacle_medium,navigation
2026-03-09 10:18:30,Monday,10,87.5,99.3,none,navigation
2026-03-09 10:19:00,Monday,10,114.7,99.2,none,navigation
2026-03-09 10:19:30,Monday,10,89.6,99.2,none,standby
2026-03-09 10:20:00,Monday,10,95.7,99.2,none,standby
2026-03-09 10:20:30,Monday,10,159.1,99.2,none,standby
2026-03-09 10:21:00,Monday,10,100.9,99.2,none,indoor_assist
2026-03-09 10:21:30,Monday,10,137.9,99.1,none,navigation
2026-03-09 10:22:00,Monday,10,158.5,99.1,none,standby
2026-03-09 10:22:30,Monday,10,137.7,99.1,none,navigation
2026-03-09 10:23:00,Monday,10,154.6,99.1,none,navigation
2026-03-09 10:23:30,Monday,10,144.7,99.1,none,standby
2026-03-09 10:24:00,Monday,10,171.3,99.0,low_battery,navigation
2026-03-09 10:24:30,Monday,10,135.2,99.0,obstacle_medium,indoor_assist
2026-03-09 10:25:00,Monday,10,71.3,99.0,obstacle_medium,navigation
2026-03-09 10:25:30,Monday,10,98.6,99.0,none,indoor_assist
2026-03-09 10:26:00,Monday,10,123.8,99.0,obstacle_medium,navigation
2026-03-09 10:26:30,Monday,10,186.2,98.9,low_battery,navigation
2026-03-09 10:27:00,Monday,10,174.1,98.9,none,indoor_assist
2026-03-09 10:27:30,Monday,10,123.2,98.9,obstacle_medium,navigation
2026-03-09 10:28:00,Monday,10,97.4,98.9,none,navigation
2026-03-09 10:28:30,Monday,10,152.9,98.9,low_battery,indoor_assist
2026-03-09 10:29:00,Monday,10,129.3,98.8,none,navigation
2026-03-09 10:29:30,Monday,10,148.1,98.8,none,indoor_assist
2026-03-09 10:30:00,Monday,10,145.1,98.8,none,indoor_assist
2026-03-09 10:30:30,Monday,10,118.8,98.8,low_battery,indoor_assist
2026-03-09 10:31:00,Monday,10,100.5,98.8,obstacle_near,indoor_assist
2026-03-09 10:31:30,Monday,10,74.4,98.7,obstacle_medium,standby
2026-03-09 10:32:00,Monday,10,107.9,98.7,none,navigation
2026-03-09 10:32:30,Monday,10,172.3,98.7,none,indoor_assist
2026-03-09 10:33:00,Monday,10,99.0,98.7,none,indoor_assist
2026-03-09 10:33:30,Monday,10,76.9,98.7,obstacle_medium,standby
2026-03-09 10:34:00,Monday,10,104.4,98.6,none,indoor_assist
2026-03-09 10:34:30,Monday,10,99.5,98.6,none,navigation
2026-03-09 10:35:00,Monday,10,106.1,98.6,obstacle_medium,navigation
2026-03-09 10:35:30,Monday,10,167.8,98.6,none,standby
2026-03-09 10:36:00,Monday,10,54.9,98.6,obstacle_medium,navigation
2026-03-09 10:36:30,Monday,10,107.2,98.5,none,navigation
2026-03-09 10:37:00,Monday,10,137.3,98.5,none,navigation
2026-03-09 10:37:30,Monday,10,73.4,98.5,obstacle_medium,navigation
2026-03-09 10:38:00,Monday,10,178.2,98.5,none,standby
2026-03-09 10:38:30,Monday,10,107.6,98.5,none,indoor_assist
2026-03-09 10:39:00,Monday,10,84.7,98.4,obstacle_near,indoor_assist
2026-03-09 10:39:30,Monday,10,159.6,98.4,none,indoor_assist
2026-03-09 10:40:00,Monday,10,101.4,98.4,none,standby
2026-03-09 10:40:30,Monday,10,84.9,98.4,obstacle_medium,navigation
2026-03-09 10:41:00,Monday,10,181.5,98.4,none,standby
2026-03-09 10:41:30,Monday,10,129.8,98.3,obstacle_medium,navigation
2026-03-09 10:42:00,Monday,10,149.4,98.3,none,navigation
2026-03-09 10:42:30,Monday,10,61.2,98.3,obstacle_medium,standby
2026-03-09 10:43:00,Monday,10,108.3,98.3,obstacle_medium,standby
2026-03-09 10:43:30,Monday,10,152.9,98.3,obstacle_medium,navigation
2026-03-09 10:44:00,Monday,10,96.3,98.2,none,navigation
2026-03-09 10:44:30,Monday,10,76.6,98.2,obstacle_medium,navigation
2026-03-09 10:45:00,Monday,10,108.2,98.2,none,navigation
2026-03-09 10:45:30,Monday,10,127.0,98.2,none,navigation
2026-03-09 10:46:00,Monday,10,97.7,98.2,none,standby
2026-03-09 10:46:30,Monday,10,143.6,98.1,obstacle_medium,indoor_assist
2026-03-09 10:47:00,Monday,10,40.4,98.1,obstacle_medium,navigation
2026-03-09 10:47:30,Monday,10,97.2,98.1,obstacle_medium,navigation
2026-03-09 10:48:00,Monday,10,139.1,98.1,none,indoor_assist
2026-03-09 10:48:30,Monday,10,93.0,98.1,none,navigation
2026-03-09 10:49:00,Monday,10,125.1,98.0,obstacle_medium,indoor_assist
2026-03-09 10:49:30,Monday,10,98.2,98.0,obstacle_near,indoor_assist
2026-03-09 10:50:00,Monday,10,125.6,98.0,none,navigation
2026-03-09 10:50:30,Monday,10,140.2,98.0,obstacle_medium,standby
2026-03-09 10:51:00,Monday,10,179.3,98.0,obstacle_medium,navigation
2026-03-09 10:51:30,Monday,10,121.1,97.9,low_battery,navigation
2026-03-09 10:52:00,Monday,10,116.4,97.9,obstacle_near,indoor_assist
2026-03-09 10:52:30,Monday,10,114.2,97.9,fall_detected,navigation
2026-03-09 10:53:00,Monday,10,124.5,97.9,none,indoor_assist
2026-03-09 10:53:30,Monday,10,128.7,97.9,none,navigation
2026-03-09 10:54:00,Monday,10,126.3,97.8,obstacle_medium,indoor_assist
2026-03-09 10:54:30,Monday,10,84.6,97.8,none,navigation
2026-03-09 10:55:00,Monday,10,132.5,97.8,none,navigation
2026-03-09 10:55:30,Monday,10,61.1,97.8,obstacle_medium,navigation
2026-03-09 10:56:00,Monday,10,89.9,97.8,none,navigation
2026-03-09 10:56:30,Monday,10,124.0,97.7,none,navigation
2026-03-09 10:57:00,Monday,10,155.9,97.7,obstacle_near,navigation
2026-03-09 10:57:30,Monday,10,140.0,97.7,none,indoor_assist
2026-03-09 10:58:00,Monday,10,75.9,97.7,obstacle_medium,navigation
2026-03-09 10:58:30,Monday,10,206.4,97.7,none,navigation
2026-03-09 10:59:00,Monday,10,102.5,97.6,none,indoor_assist
2026-03-09 10:59:30,Monday,10,63.9,97.6,obstacle_medium,navigation
2026-03-09 11:00:00,Monday,11,99.4,97.6,none,navigation
2026-03-09 11:00:30,Monday,11,126.5,97.6,none,navigation
2026-03-09 11:01:00,Monday,11,80.2,97.6,none,navigation
2026-03-09 11:01:30,Monday,11,139.7,97.5,none,navigation
2026-03-09 11:02:00,Monday,11,126.5,97.5,obstacle_medium,indoor_assist
2026-03-09 11:02:30,Monday,11,108.4,97.5,none,indoor_assist
2026-03-09 11:03:00,Monday,11,87.0,97.5,none,navigation
2026-03-09 11:03:30,Monday,11,100.1,97.5,none,indoor_assist
2026-03-09 11:04:00,Monday,11,120.1,97.4,none,standby
2026-03-09 11:04:30,Monday,11,59.6,97.4,obstacle_medium,navigation
2026-03-09 11:05:00,Monday,11,101.7,97.4,none,navigation
2026-03-09 11:05:30,Monday,11,110.2,97.4,obstacle_medium,indoor_assist
2026-03-09 11:06:00,Monday,11,85.7,97.4,none,indoor_assist
2026-03-09 11:06:30,Monday,11,157.6,97.3,none,standby
2026-03-09 11:07:00,Monday,11,137.2,97.3,none,navigation
2026-03-09 11:07:30,Monday,11,82.4,97.3,none,indoor_assist
2026-03-09 11:08:00,Monday,11,117.9,97.3,none,navigation
2026-03-09 11:08:30,Monday,11,138.8,97.3,none,navigation
2026-03-09 11:09:00,Monday,11,146.5,97.2,none,navigation
2026-03-09 11:09:30,Monday,11,91.7,97.2,none,navigation
2026-03-09 11:10:00,Monday,11,119.5,97.2,none,navigation
2026-03-09 11:10:30,Monday,11,99.1,97.2,none,indoor_assist
2026-03-09 11:11:00,Monday,11,126.5,97.2,obstacle_medium,navigation
2026-03-09 11:11:30,Monday,11,81.7,97.1,obstacle_medium,indoor_assist
2026-03-09 11:12:00,Monday,11,109.0,97.1,none,navigation
2026-03-09 11:12:30,Monday,11,98.8,97.1,none,navigation
2026-03-09 11:13:00,Monday,11,120.5,97.1,none,navigation
2026-03-09 11:13:30,Monday,11,105.3,97.1,none,navigation
2026-03-09 11:14:00,Monday,11,115.4,97.0,none,indoor_assist
